id,parent_id,code,description,level
category:C08,block:C08,C08,Category C08,category
category:C09,block:C09,C09,Category C09,category
category:C10,block:C10,C10,Category C10,category
category:C11,block:C11,C11,Category C11,category
category:C12,block:C12,C12,Category C12,category
category:C13,block:C13,C13,Category C13,category
category:C14,block:C14,C14,Category C14,category
category:C15,block:C15,C15,Category C15,category
category:C16,block:C16,C16,Category C16,category
category:C17,block:C17,C17,Category C17,category
category:C18,block:C18,C18,Category C18,category
category:C19,block:C19,C19,Category C19,category
category:C20,block:C20,C20,Category C20,category
category:C21,block:C21,C21,Category C21,category
category:C22,block:C22,C22,Category C22,category
category:C23,block:C23,C23,Category C23,category
category:C24,block:C24,C24,Category C24,category
category:C25,block:C25,C25,Category C25,category
category:C26,block:C26,C26,Category C26,category
category:C30,block:C30,C30,Category C30,category
category:C31,block:C31,C31,Category C31,category
category:C32,block:C32,C32,Category C32,category
category:C33,block:C33,C33,Category C33,category
category:C34,block:C34,C34,Category C34,category
category:C37,block:C37,C37,Category C37,category
category:C38,block:C38,C38,Category C38,category
category:C39,block:C39,C39,Category C39,category
category:C40,block:C40,C40,Category C40,category
category:C41,block:C41,C41,Category C41,category
category:C43,block:C43,C43,Category C43,category
category:C44,block:C44,C44,Category C44,category
category:C45,block:C45,C45,Category C45,category
category:C46,block:C46,C46,Category C46,category
category:C47,block:C47,C47,Category C47,category
category:C48,block:C48,C48,Category C48,category
category:C49,block:C49,C49,Category C49,category
category:C50,block:C50,C50,Category C50,category
category:C51,block:C51,C51,Category C51,category
category:C52,block:C52,C52,Category C52,category
category:C53,block:C53,C53,Category C53,category
category:C54,block:C54,C54,Category C54,category
category:C55,block:C55,C55,Category C55,category
category:C56,block:C56,C56,Category C56,category
category:C57,block:C57,C57,Category C57,category
category:C58,block:C58,C58,Category C58,category
category:C60,block:C60,C60,Category C60,category
category:C61,block:C61,C61,Category C61,category
category:C62,block:C62,C62,Category C62,category
category:C63,block:C63,C63,Category C63,category
category:C64,block:C64,C64,Category C64,category
category:C65,block:C65,C65,Category C65,category
category:C66,block:C66,C66,Category C66,category
category:C67,block:C67,C67,Category C67,category
category:C68,block:C68,C68,Category C68,category
category:C69,block:C69,C69,Category C69,category
category:C70,block:C70,C70,Category C70,category
category:C71,block:C71,C71,Category C71,category
category:C72,block:C72,C72,Category C72,category
category:C73,block:C73,C73,Category C73,category
category:C74,block:C74,C74,Category C74,category
category:C75,block:C75,C75,Category C75,category
category:C76,block:C76,C76,Category C76,category
category:C77,block:C77,C77,Category C77,category
category:C78,block:C78,C78,Category C78,category
category:C79,block:C79,C79,Category C79,category
category:C80,block:C80,C80,Category C80,category
category:C81,block:C81,C81,Category C81,category
category:C82,block:C82,C82,Category C82,category
category:C83,block:C83,C83,Category C83,category
category:C84,block:C84,C84,Category C84,category
category:C85,block:C85,C85,Category C85,category
category:C88,block:C88,C88,Category C88,category
category:C90,block:C90,C90,Category C90,category
category:C91,block:C91,C91,Category C91,category
category:C92,block:C92,C92,Category C92,category
category:C93,block:C93,C93,Category C93,category
category:C94,block:C94,C94,Category C94,category
category:C95,block:C95,C95,Category C95,category
category:C96,block:C96,C96,Category C96,category
category:C97,block:C97,C97,Category C97,category
category:D00,block:D00,D00,Category D00,category
category:D01,block:D01,D01,Category D01,category
category:D02,block:D02,D02,Category D02,category
category:D03,block:D03,D03,Category D03,category
category:D04,block:D04,D04,Category D04,category
category:D05,block:D05,D05,Category D05,category
category:D06,block:D06,D06,Category D06,category
category:D07,block:D07,D07,Category D07,category
category:D09,block:D09,D09,Category D09,category
category:D10,block:D10,D10,Category D10,category
category:D11,block:D11,D11,Category D11,category
category:D12,block:D12,D12,Category D12,category
category:D13,block:D13,D13,Category D13,category
category:D14,block:D14,D14,Category D14,category
category:D15,block:D15,D15,Category D15,category
category:D16,block:D16,D16,Category D16,category
category:D17,block:D17,D17,Category D17,category
category:D18,block:D18,D18,Category D18,category
category:D19,block:D19,D19,Category D19,category
category:D20,block:D20,D20,Category D20,category
category:D21,block:D21,D21,Category D21,category
category:D22,block:D22,D22,Category D22,category
category:D23,block:D23,D23,Category D23,category
category:D24,block:D24,D24,Category D24,category
category:D25,block:D25,D25,Category D25,category
category:D26,block:D26,D26,Category D26,category
category:D27,block:D27,D27,Category D27,category
category:D28,block:D28,D28,Category D28,category
category:D29,block:D29,D29,Category D29,category
category:D30,block:D30,D30,Category D30,category
category:D31,block:D31,D31,Category D31,category
category:D32,block:D32,D32,Category D32,category
category:D33,block:D33,D33,Category D33,category
category:D34,block:D34,D34,Category D34,category
category:D35,block:D35,D35,Category D35,category
category:D36,block:D36,D36,Category D36,category
category:D37,block:D37,D37,Category D37,category
category:D38,block:D38,D38,Category D38,category
category:D39,block:D39,D39,Category D39,category
category:D40,block:D40,D40,Category D40,category
category:D41,block:D41,D41,Category D41,category
category:D42,block:D42,D42,Category D42,category
category:D43,block:D43,D43,Category D43,category
category:D44,block:D44,D44,Category D44,category
category:D45,block:D45,D45,Category D45,category
category:D46,block:D46,D46,Category D46,category
category:D47,block:D47,D47,Category D47,category
category:D48,block:D48,D48,Category D48,category
category:D50,block:D50,D50,Category D50,category
category:D51,block:D51,D51,Category D51,category
category:D52,block:D52,D52,Category D52,category
category:D53,block:D53,D53,Category D53,category
category:D55,block:D55,D55,Category D55,category
category:D56,block:D56,D56,Category D56,category
category:D57,block:D57,D57,Category D57,category
category:D58,block:D58,D58,Category D58,category
category:D59,block:D59,D59,Category D59,category
category:D60,block:D60,D60,Category D60,category
category:D61,block:D61,D61,Category D61,category
category:D62,block:D62,D62,Category D62,category
category:D63,block:D63,D63,Category D63,category
category:D64,block:D64,D64,Category D64,category
category:D65,block:D65,D65,Category D65,category
category:D66,block:D66,D66,Category D66,category
category:D67,block:D67,D67,Category D67,category
category:D68,block:D68,D68,Category D68,category
category:D69,block:D69,D69,Category D69,category
category:D70,block:D70,D70,Category D70,category
category:D71,block:D71,D71,Category D71,category
category:D72,block:D72,D72,Category D72,category
category:D73,block:D73,D73,Category D73,category
category:D74,block:D74,D74,Category D74,category
category:D75,block:D75,D75,Category D75,category
category:D76,block:D76,D76,Category D76,category
category:D77,block:D77,D77,Category D77,category
category:D80,block:D80,D80,Category D80,category
category:D81,block:D81,D81,Category D81,category
category:D82,block:D82,D82,Category D82,category
category:D83,block:D83,D83,Category D83,category
category:D84,block:D84,D84,Category D84,category
category:D86,block:D86,D86,Category D86,category
category:D89,block:D89,D89,Category D89,category
category:E00,block:E00,E00,Category E00,category
category:E01,block:E01,E01,Category E01,category
category:E02,block:E02,E02,Category E02,category
category:E03,block:E03,E03,Category E03,category
category:E04,block:E04,E04,Category E04,category
category:E05,block:E05,E05,Category E05,category
category:E06,block:E06,E06,Category E06,category
category:E07,block:E07,E07,Category E07,category
category:E10,block:E10,E10,Category E10,category
category:E11,block:E11,E11,Category E11,category
category:E12,block:E12,E12,Category E12,category
category:E13,block:E13,E13,Category E13,category
category:E14,block:E14,E14,Category E14,category
category:E15,block:E15,E15,Category E15,category
category:E16,block:E16,E16,Category E16,category
category:E20,block:E20,E20,Category E20,category
category:E21,block:E21,E21,Category E21,category
category:E22,block:E22,E22,Category E22,category
category:E23,block:E23,E23,Category E23,category
category:E24,block:E24,E24,Category E24,category
category:E25,block:E25,E25,Category E25,category
category:E26,block:E26,E26,Category E26,category
category:E27,block:E27,E27,Category E27,category
category:E28,block:E28,E28,Category E28,category
category:E29,block:E29,E29,Category E29,category
category:E30,block:E30,E30,Category E30,category
category:E31,block:E31,E31,Category E31,category
category:E32,block:E32,E32,Category E32,category
category:E34,block:E34,E34,Category E34,category
category:E35,block:E35,E35,Category E35,category
category:E40,block:E40,E40,Category E40,category
category:E41,block:E41,E41,Category E41,category
category:E42,block:E42,E42,Category E42,category
category:E43,block:E43,E43,Category E43,category
category:E44,block:E44,E44,Category E44,category
category:E45,block:E45,E45,Category E45,category
category:E46,block:E46,E46,Category E46,category
category:E50,block:E50,E50,Category E50,category
category:E51,block:E51,E51,Category E51,category
category:E52,block:E52,E52,Category E52,category
category:E53,block:E53,E53,Category E53,category
category:E54,block:E54,E54,Category E54,category
category:E55,block:E55,E55,Category E55,category
category:E56,block:E56,E56,Category E56,category
category:E58,block:E58,E58,Category E58,category
category:E59,block:E59,E59,Category E59,category
category:E60,block:E60,E60,Category E60,category
category:E61,block:E61,E61,Category E61,category
category:E63,block:E63,E63,Category E63,category
category:E64,block:E64,E64,Category E64,category
category:E65,block:E65,E65,Category E65,category
category:E66,block:E66,E66,Category E66,category
category:E67,block:E67,E67,Category E67,category
category:E68,block:E68,E68,Category E68,category
category:E70,block:E70,E70,Category E70,category
category:E71,block:E71,E71,Category E71,category
category:E72,block:E72,E72,Category E72,category
category:E73,block:E73,E73,Category E73,category
category:E74,block:E74,E74,Category E74,category
category:E75,block:E75,E75,Category E75,category
category:E76,block:E76,E76,Category E76,category
category:E77,block:E77,E77,Category E77,category
category:E78,block:E78,E78,Category E78,category
category:E79,block:E79,E79,Category E79,category
category:E80,block:E80,E80,Category E80,category
category:E83,block:E83,E83,Category E83,category
category:E84,block:E84,E84,Category E84,category
category:E85,block:E85,E85,Category E85,category
category:E86,block:E86,E86,Category E86,category
category:E87,block:E87,E87,Category E87,category
category:E88,block:E88,E88,Category E88,category
category:E89,block:E89,E89,Category E89,category
category:E90,block:E90,E90,Category E90,category
category:F00,block:F00,F00,Category F00,category
category:F01,block:F01,F01,Category F01,category
category:F02,block:F02,F02,Category F02,category
category:F03,block:F03,F03,Category F03,category
category:F04,block:F04,F04,Category F04,category
category:F05,block:F05,F05,Category F05,category
category:F06,block:F06,F06,Category F06,category
category:F07,block:F07,F07,Category F07,category
category:F09,block:F09,F09,Category F09,category
category:F10,block:F10,F10,Category F10,category
category:F11,block:F11,F11,Category F11,category
category:F12,block:F12,F12,Category F12,category
category:F13,block:F13,F13,Category F13,category
category:F14,block:F14,F14,Category F14,category
category:F15,block:F15,F15,Category F15,category
category:F16,block:F16,F16,Category F16,category
category:F17,block:F17,F17,Category F17,category
category:F18,block:F18,F18,Category F18,category
category:F19,block:F19,F19,Category F19,category
category:F20,block:F20,F20,Category F20,category
category:F21,block:F21,F21,Category F21,category
category:F22,block:F22,F22,Category F22,category
category:F23,block:F23,F23,Category F23,category
category:F24,block:F24,F24,Category F24,category
category:F25,block:F25,F25,Category F25,category
category:F28,block:F28,F28,Category F28,category
category:F29,block:F29,F29,Category F29,category
category:F30,block:F30,F30,Category F30,category
category:F31,block:F31,F31,Category F31,category
category:F32,block:F32,F32,Category F32,category
category:F33,block:F33,F33,Category F33,category
category:F34,block:F34,F34,Category F34,category
category:F38,block:F38,F38,Category F38,category
category:F39,block:F39,F39,Category F39,category
category:F40,block:F40,F40,Category F40,category
category:F41,block:F41,F41,Category F41,category
category:F42,block:F42,F42,Category F42,category
category:F43,block:F43,F43,Category F43,category
category:F44,block:F44,F44,Category F44,category
category:F45,block:F45,F45,Category F45,category
category:F48,block:F48,F48,Category F48,category
category:F50,block:F50,F50,Category F50,category
category:F51,block:F51,F51,Category F51,category
category:F52,block:F52,F52,Category F52,category
category:F53,block:F53,F53,Category F53,category
category:F54,block:F54,F54,Category F54,category
category:F55,block:F55,F55,Category F55,category
category:F59,block:F59,F59,Category F59,category
category:F60,block:F60,F60,Category F60,category
category:F61,block:F61,F61,Category F61,category
category:F62,block:F62,F62,Category F62,category
category:F63,block:F63,F63,Category F63,category
category:F64,block:F64,F64,Category F64,category
category:F65,block:F65,F65,Category F65,category
category:F66,block:F66,F66,Category F66,category
category:F68,block:F68,F68,Category F68,category
category:F69,block:F69,F69,Category F69,category
category:F70,block:F70,F70,Category F70,category
category:F71,block:F71,F71,Category F71,category
category:F72,block:F72,F72,Category F72,category
category:F73,block:F73,F73,Category F73,category
category:F78,block:F78,F78,Category F78,category
category:F79,block:F79,F79,Category F79,category
category:F80,block:F80,F80,Category F80,category
category:F81,block:F81,F81,Category F81,category
category:F82,block:F82,F82,Category F82,category
category:F83,block:F83,F83,Category F83,category
category:F84,block:F84,F84,Category F84,category
category:F88,block:F88,F88,Category F88,category
category:F89,block:F89,F89,Category F89,category
category:F90,block:F90,F90,Category F90,category
category:F91,block:F91,F91,Category F91,category
category:F92,block:F92,F92,Category F92,category
category:F93,block:F93,F93,Category F93,category
category:F94,block:F94,F94,Category F94,category
category:F95,block:F95,F95,Category F95,category
category:F98,block:F98,F98,Category F98,category
category:F99,block:F99,F99,Category F99,category
category:G00,block:G00,G00,Category G00,category
category:G01,block:G01,G01,Category G01,category
category:G02,block:G02,G02,Category G02,category
category:G03,block:G03,G03,Category G03,category
category:G04,block:G04,G04,Category G04,category
category:G05,block:G05,G05,Category G05,category
category:G06,block:G06,G06,Category G06,category
category:G07,block:G07,G07,Category G07,category
category:G08,block:G08,G08,Category G08,category
category:G09,block:G09,G09,Category G09,category
category:G10,block:G10,G10,Category G10,category
category:G11,block:G11,G11,Category G11,category
category:G12,block:G12,G12,Category G12,category
category:G13,block:G13,G13,Category G13,category
category:G20,block:G20,G20,Category G20,category
category:G21,block:G21,G21,Category G21,category
category:G22,block:G22,G22,Category G22,category
category:G23,block:G23,G23,Category G23,category
category:G24,block:G24,G24,Category G24,category
category:G25,block:G25,G25,Category G25,category
category:G26,block:G26,G26,Category G26,category
category:G30,block:G30,G30,Category G30,category
category:G31,block:G31,G31,Category G31,category
category:G32,block:G32,G32,Category G32,category
category:G35,block:G35,G35,Category G35,category
category:G36,block:G36,G36,Category G36,category
category:G37,block:G37,G37,Category G37,category
category:G40,block:G40,G40,Category G40,category
category:G41,block:G41,G41,Category G41,category
category:G43,block:G43,G43,Category G43,category
category:G44,block:G44,G44,Category G44,category
category:G45,block:G45,G45,Category G45,category
category:G46,block:G46,G46,Category G46,category
category:G47,block:G47,G47,Category G47,category
category:G50,block:G50,G50,Category G50,category
category:G51,block:G51,G51,Category G51,category
category:G52,block:G52,G52,Category G52,category
category:G53,block:G53,G53,Category G53,category
category:G54,block:G54,G54,Category G54,category
category:G55,block:G55,G55,Category G55,category
category:G56,block:G56,G56,Category G56,category
category:G57,block:G57,G57,Category G57,category
category:G58,block:G58,G58,Category G58,category
category:G59,block:G59,G59,Category G59,category
category:G60,block:G60,G60,Category G60,category
category:G61,block:G61,G61,Category G61,category
category:G62,block:G62,G62,Category G62,category
category:G63,block:G63,G63,Category G63,category
category:G64,block:G64,G64,Category G64,category
category:G70,block:G70,G70,Category G70,category
category:G71,block:G71,G71,Category G71,category
category:G72,block:G72,G72,Category G72,category
category:G73,block:G73,G73,Category G73,category
category:G80,block:G80,G80,Category G80,category
category:G81,block:G81,G81,Category G81,category
category:G82,block:G82,G82,Category G82,category
category:G83,block:G83,G83,Category G83,category
category:G90,block:G90,G90,Category G90,category
category:G91,block:G91,G91,Category G91,category
category:G92,block:G92,G92,Category G92,category
category:G93,block:G93,G93,Category G93,category
category:G94,block:G94,G94,Category G94,category
category:G95,block:G95,G95,Category G95,category
category:G96,block:G96,G96,Category G96,category
category:G97,block:G97,G97,Category G97,category
category:G98,block:G98,G98,Category G98,category
category:G99,block:G99,G99,Category G99,category
category:H00,block:H00,H00,Category H00,category
category:H01,block:H01,H01,Category H01,category
category:H02,block:H02,H02,Category H02,category
category:H03,block:H03,H03,Category H03,category
category:H04,block:H04,H04,Category H04,category
category:H05,block:H05,H05,Category H05,category
category:H06,block:H06,H06,Category H06,category
category:H10,block:H10,H10,Category H10,category
category:H11,block:H11,H11,Category H11,category
category:H13,block:H13,H13,Category H13,category
category:H15,block:H15,H15,Category H15,category
category:H16,block:H16,H16,Category H16,category
category:H17,block:H17,H17,Category H17,category
category:H18,block:H18,H18,Category H18,category
category:H19,block:H19,H19,Category H19,category
category:H20,block:H20,H20,Category H20,category
category:H21,block:H21,H21,Category H21,category
category:H22,block:H22,H22,Category H22,category
category:H25,block:H25,H25,Category H25,category
category:H26,block:H26,H26,Category H26,category
category:H27,block:H27,H27,Category H27,category
category:H28,block:H28,H28,Category H28,category
category:H30,block:H30,H30,Category H30,category
category:H31,block:H31,H31,Category H31,category
category:H32,block:H32,H32,Category H32,category
category:H33,block:H33,H33,Category H33,category
category:H34,block:H34,H34,Category H34,category
category:H35,block:H35,H35,Category H35,category
category:H36,block:H36,H36,Category H36,category
category:H40,block:H40,H40,Category H40,category
category:H42,block:H42,H42,Category H42,category
category:H43,block:H43,H43,Category H43,category
category:H44,block:H44,H44,Category H44,category
category:H45,block:H45,H45,Category H45,category
category:H46,block:H46,H46,Category H46,category
category:H47,block:H47,H47,Category H47,category
category:H48,block:H48,H48,Category H48,category
category:H49,block:H49,H49,Category H49,category
category:H50,block:H50,H50,Category H50,category
category:H51,block:H51,H51,Category H51,category
category:H52,block:H52,H52,Category H52,category
category:H53,block:H53,H53,Category H53,category
category:H54,block:H54,H54,Category H54,category
category:H55,block:H55,H55,Category H55,category
category:H57,block:H57,H57,Category H57,category
category:H58,block:H58,H58,Category H58,category
category:H59,block:H59,H59,Category H59,category
category:H60,block:H60,H60,Category H60,category
category:H61,block:H61,H61,Category H61,category
category:H62,block:H62,H62,Category H62,category
category:H65,block:H65,H65,Category H65,category
category:H66,block:H66,H66,Category H66,category
category:H67,block:H67,H67,Category H67,category
category:H68,block:H68,H68,Category H68,category
category:H69,block:H69,H69,Category H69,category
category:H70,block:H70,H70,Category H70,category
category:H71,block:H71,H71,Category H71,category
category:H72,block:H72,H72,Category H72,category
category:H73,block:H73,H73,Category H73,category
category:H74,block:H74,H74,Category H74,category
category:H75,block:H75,H75,Category H75,category
category:H80,block:H80,H80,Category H80,category
category:H81,block:H81,H81,Category H81,category
category:H82,block:H82,H82,Category H82,category
category:H83,block:H83,H83,Category H83,category
category:H90,block:H90,H90,Category H90,category
category:H91,block:H91,H91,Category H91,category
category:H92,block:H92,H92,Category H92,category
category:H93,block:H93,H93,Category H93,category
category:H94,block:H94,H94,Category H94,category
category:H95,block:H95,H95,Category H95,category
category:I00,block:I00,I00,Category I00,category
category:I01,block:I01,I01,Category I01,category
category:I02,block:I02,I02,Category I02,category
category:I05,block:I05,I05,Category I05,category
category:I06,block:I06,I06,Category I06,category
category:I07,block:I07,I07,Category I07,category
category:I08,block:I08,I08,Category I08,category
category:I09,block:I09,I09,Category I09,category
category:I10,block:I10,I10,Category I10,category
category:I11,block:I11,I11,Category I11,category
category:I12,block:I12,I12,Category I12,category
category:I13,block:I13,I13,Category I13,category
category:I15,block:I15,I15,Category I15,category
category:I20,block:I20,I20,Category I20,category
category:I21,block:I21,I21,Category I21,category
category:I22,block:I22,I22,Category I22,category
category:I23,block:I23,I23,Category I23,category
category:I24,block:I24,I24,Category I24,category
category:I25,block:I25,I25,Category I25,category
category:I26,block:I26,I26,Category I26,category
category:I27,block:I27,I27,Category I27,category
category:I28,block:I28,I28,Category I28,category
category:I30,block:I30,I30,Category I30,category
category:I31,block:I31,I31,Category I31,category
category:I32,block:I32,I32,Category I32,category
category:I33,block:I33,I33,Category I33,category
category:I34,block:I34,I34,Category I34,category
category:I35,block:I35,I35,Category I35,category
category:I36,block:I36,I36,Category I36,category
category:I37,block:I37,I37,Category I37,category
category:I38,block:I38,I38,Category I38,category
category:I39,block:I39,I39,Category I39,category
category:I40,block:I40,I40,Category I40,category
category:I41,block:I41,I41,Category I41,category
category:I42,block:I42,I42,Category I42,category
category:I43,block:I43,I43,Category I43,category
category:I44,block:I44,I44,Category I44,category
category:I45,block:I45,I45,Category I45,category
category:I46,block:I46,I46,Category I46,category
category:I47,block:I47,I47,Category I47,category
category:I48,block:I48,I48,Category I48,category
category:I49,block:I49,I49,Category I49,category
category:I50,block:I50,I50,Category I50,category
category:I51,block:I51,I51,Category I51,category
category:I52,block:I52,I52,Category I52,category
category:I60,block:I60,I60,Category I60,category
category:I61,block:I61,I61,Category I61,category
category:I62,block:I62,I62,Category I62,category
category:I63,block:I63,I63,Category I63,category
category:I64,block:I64,I64,Category I64,category
category:I65,block:I65,I65,Category I65,category
category:I66,block:I66,I66,Category I66,category
category:I67,block:I67,I67,Category I67,category
category:I68,block:I68,I68,Category I68,category
category:I69,block:I69,I69,Category I69,category
category:I70,block:I70,I70,Category I70,category
category:I71,block:I71,I71,Category I71,category
category:I72,block:I72,I72,Category I72,category
category:I73,block:I73,I73,Category I73,category
category:I74,block:I74,I74,Category I74,category
category:I77,block:I77,I77,Category I77,category
category:I78,block:I78,I78,Category I78,category
category:I79,block:I79,I79,Category I79,category
category:I80,block:I80,I80,Category I80,category
category:I81,block:I81,I81,Category I81,category
category:I82,block:I82,I82,Category I82,category
category:I83,block:I83,I83,Category I83,category
category:I84,block:I84,I84,Category I84,category
category:I85,block:I85,I85,Category I85,category
category:I86,block:I86,I86,Category I86,category
category:I87,block:I87,I87,Category I87,category
category:I88,block:I88,I88,Category I88,category
category:I89,block:I89,I89,Category I89,category
category:I95,block:I95,I95,Category I95,category
category:I97,block:I97,I97,Category I97,category
category:I98,block:I98,I98,Category I98,category
category:I99,block:I99,I99,Category I99,category
category:J00,block:J00,J00,Category J00,category
category:J01,block:J01,J01,Category J01,category
category:J02,block:J02,J02,Category J02,category
category:J03,block:J03,J03,Category J03,category
category:J04,block:J04,J04,Category J04,category
category:J05,block:J05,J05,Category J05,category
category:J06,block:J06,J06,Category J06,category
category:J10,block:J10,J10,Category J10,category
category:J11,block:J11,J11,Category J11,category
category:J12,block:J12,J12,Category J12,category
category:J13,block:J13,J13,Category J13,category
category:J14,block:J14,J14,Category J14,category
category:J15,block:J15,J15,Category J15,category
category:J16,block:J16,J16,Category J16,category
category:J17,block:J17,J17,Category J17,category
category:J18,block:J18,J18,Category J18,category
category:J20,block:J20,J20,Category J20,category
category:J21,block:J21,J21,Category J21,category
category:J22,block:J22,J22,Category J22,category
category:J30,block:J30,J30,Category J30,category
category:J31,block:J31,J31,Category J31,category
category:J32,block:J32,J32,Category J32,category
category:J33,block:J33,J33,Category J33,category
category:J34,block:J34,J34,Category J34,category
category:J35,block:J35,J35,Category J35,category
category:J36,block:J36,J36,Category J36,category
category:J37,block:J37,J37,Category J37,category
category:J38,block:J38,J38,Category J38,category
category:J39,block:J39,J39,Category J39,category
category:J40,block:J40,J40,Category J40,category
category:J41,block:J41,J41,Category J41,category
category:J42,block:J42,J42,Category J42,category
category:J43,block:J43,J43,Category J43,category
category:J44,block:J44,J44,Category J44,category
category:J45,block:J45,J45,Category J45,category
category:J46,block:J46,J46,Category J46,category
category:J47,block:J47,J47,Category J47,category
category:J60,block:J60,J60,Category J60,category
category:J61,block:J61,J61,Category J61,category
category:J62,block:J62,J62,Category J62,category
category:J63,block:J63,J63,Category J63,category
category:J64,block:J64,J64,Category J64,category
category:J65,block:J65,J65,Category J65,category
category:J66,block:J66,J66,Category J66,category
category:J67,block:J67,J67,Category J67,category
category:J68,block:J68,J68,Category J68,category
category:J69,block:J69,J69,Category J69,category
category:J70,block:J70,J70,Category J70,category
category:J80,block:J80,J80,Category J80,category
category:J81,block:J81,J81,Category J81,category
category:J82,block:J82,J82,Category J82,category
category:J84,block:J84,J84,Category J84,category
category:J85,block:J85,J85,Category J85,category
category:J86,block:J86,J86,Category J86,category
category:J90,block:J90,J90,Category J90,category
category:J91,block:J91,J91,Category J91,category
category:J92,block:J92,J92,Category J92,category
category:J93,block:J93,J93,Category J93,category
category:J94,block:J94,J94,Category J94,category
category:J95,block:J95,J95,Category J95,category
category:J96,block:J96,J96,Category J96,category
category:J98,block:J98,J98,Category J98,category
category:J99,block:J99,J99,Category J99,category
category:K00,block:K00,K00,Category K00,category
category:K01,block:K01,K01,Category K01,category
category:K02,block:K02,K02,Category K02,category
category:K03,block:K03,K03,Category K03,category
category:K04,block:K04,K04,Category K04,category
category:K05,block:K05,K05,Category K05,category
category:K06,block:K06,K06,Category K06,category
category:K07,block:K07,K07,Category K07,category
category:K08,block:K08,K08,Category K08,category
category:K09,block:K09,K09,Category K09,category
category:K10,block:K10,K10,Category K10,category
category:K11,block:K11,K11,Category K11,category
category:K12,block:K12,K12,Category K12,category
category:K13,block:K13,K13,Category K13,category
category:K14,block:K14,K14,Category K14,category
category:K20,block:K20,K20,Category K20,category
category:K21,block:K21,K21,Category K21,category
category:K22,block:K22,K22,Category K22,category
category:K23,block:K23,K23,Category K23,category
category:K25,block:K25,K25,Category K25,category
category:K26,block:K26,K26,Category K26,category
category:K27,block:K27,K27,Category K27,category
category:K28,block:K28,K28,Category K28,category
category:K29,block:K29,K29,Category K29,category
category:K30,block:K30,K30,Category K30,category
category:K31,block:K31,K31,Category K31,category
category:K35,block:K35,K35,Category K35,category
category:K36,block:K36,K36,Category K36,category
category:K37,block:K37,K37,Category K37,category
category:K38,block:K38,K38,Category K38,category
category:K40,block:K40,K40,Category K40,category
category:K41,block:K41,K41,Category K41,category
category:K42,block:K42,K42,Category K42,category
category:K43,block:K43,K43,Category K43,category
category:K44,block:K44,K44,Category K44,category
category:K45,block:K45,K45,Category K45,category
category:K46,block:K46,K46,Category K46,category
category:K50,block:K50,K50,Category K50,category
category:K51,block:K51,K51,Category K51,category
category:K52,block:K52,K52,Category K52,category
category:K55,block:K55,K55,Category K55,category
category:K56,block:K56,K56,Category K56,category
category:K57,block:K57,K57,Category K57,category
category:K58,block:K58,K58,Category K58,category
category:K59,block:K59,K59,Category K59,category
category:K60,block:K60,K60,Category K60,category
category:K61,block:K61,K61,Category K61,category
category:K62,block:K62,K62,Category K62,category
category:K63,block:K63,K63,Category K63,category
category:K65,block:K65,K65,Category K65,category
category:K66,block:K66,K66,Category K66,category
category:K67,block:K67,K67,Category K67,category
category:K70,block:K70,K70,Category K70,category
category:K71,block:K71,K71,Category K71,category
category:K72,block:K72,K72,Category K72,category
category:K73,block:K73,K73,Category K73,category
category:K74,block:K74,K74,Category K74,category
category:K75,block:K75,K75,Category K75,category
category:K76,block:K76,K76,Category K76,category
category:K77,block:K77,K77,Category K77,category
category:K80,block:K80,K80,Category K80,category
category:K81,block:K81,K81,Category K81,category
category:K82,block:K82,K82,Category K82,category
category:K83,block:K83,K83,Category K83,category
category:K85,block:K85,K85,Category K85,category
category:K86,block:K86,K86,Category K86,category
category:K87,block:K87,K87,Category K87,category
category:K90,block:K90,K90,Category K90,category
category:K91,block:K91,K91,Category K91,category
category:K92,block:K92,K92,Category K92,category
category:K93,block:K93,K93,Category K93,category
category:L00,block:L00,L00,Category L00,category
category:L01,block:L01,L01,Category L01,category
category:L02,block:L02,L02,Category L02,category
category:L03,block:L03,L03,Category L03,category
category:L04,block:L04,L04,Category L04,category
category:L05,block:L05,L05,Category L05,category
category:L08,block:L08,L08,Category L08,category
category:L10,block:L10,L10,Category L10,category
category:L11,block:L11,L11,Category L11,category
category:L12,block:L12,L12,Category L12,category
category:L13,block:L13,L13,Category L13,category
category:L14,block:L14,L14,Category L14,category
category:L20,block:L20,L20,Category L20,category
category:L21,block:L21,L21,Category L21,category
category:L22,block:L22,L22,Category L22,category
category:L23,block:L23,L23,Category L23,category
category:L24,block:L24,L24,Category L24,category
category:L25,block:L25,L25,Category L25,category
category:L26,block:L26,L26,Category L26,category
category:L27,block:L27,L27,Category L27,category
category:L28,block:L28,L28,Category L28,category
category:L29,block:L29,L29,Category L29,category
category:L30,block:L30,L30,Category L30,category
category:L40,block:L40,L40,Category L40,category
category:L41,block:L41,L41,Category L41,category
category:L42,block:L42,L42,Category L42,category
category:L43,block:L43,L43,Category L43,category
category:L44,block:L44,L44,Category L44,category
category:L45,block:L45,L45,Category L45,category
category:L50,block:L50,L50,Category L50,category
category:L51,block:L51,L51,Category L51,category
category:L52,block:L52,L52,Category L52,category
category:L53,block:L53,L53,Category L53,category
category:L54,block:L54,L54,Category L54,category
category:L55,block:L55,L55,Category L55,category
category:L56,block:L56,L56,Category L56,category
category:L57,block:L57,L57,Category L57,category
