id,parent_id,code,description,level
category:X29,block:X29,X29,Category X29,category
category:X30,block:X30,X30,Category X30,category
category:X31,block:X31,X31,Category X31,category
category:X32,block:X32,X32,Category X32,category
category:X33,block:X33,X33,Category X33,category
category:X34,block:X34,X34,Category X34,category
category:X35,block:X35,X35,Category X35,category
category:X36,block:X36,X36,Category X36,category
category:X37,block:X37,X37,Category X37,category
category:X38,block:X38,X38,Category X38,category
category:X39,block:X39,X39,Category X39,category
category:X40,block:X40,X40,Category X40,category
category:X41,block:X41,X41,Category X41,category
category:X42,block:X42,X42,Category X42,category
category:X43,block:X43,X43,Category X43,category
category:X44,block:X44,X44,Category X44,category
category:X45,block:X45,X45,Category X45,category
category:X46,block:X46,X46,Category X46,category
category:X47,block:X47,X47,Category X47,category
category:X48,block:X48,X48,Category X48,category
category:X49,block:X49,X49,Category X49,category
category:X50,block:X50,X50,Category X50,category
category:X51,block:X51,X51,Category X51,category
category:X52,block:X52,X52,Category X52,category
category:X53,block:X53,X53,Category X53,category
category:X54,block:X54,X54,Category X54,category
category:X57,block:X57,X57,Category X57,category
category:X58,block:X58,X58,Category X58,category
category:X59,block:X59,X59,Category X59,category
category:X60,block:X60,X60,Category X60,category
category:X61,block:X61,X61,Category X61,category
category:X62,block:X62,X62,Category X62,category
category:X63,block:X63,X63,Category X63,category
category:X64,block:X64,X64,Category X64,category
category:X65,block:X65,X65,Category X65,category
category:X66,block:X66,X66,Category X66,category
category:X67,block:X67,X67,Category X67,category
category:X68,block:X68,X68,Category X68,category
category:X69,block:X69,X69,Category X69,category
category:X70,block:X70,X70,Category X70,category
category:X71,block:X71,X71,Category X71,category
category:X72,block:X72,X72,Category X72,category
category:X73,block:X73,X73,Category X73,category
category:X74,block:X74,X74,Category X74,category
category:X75,block:X75,X75,Category X75,category
category:X76,block:X76,X76,Category X76,category
category:X77,block:X77,X77,Category X77,category
category:X78,block:X78,X78,Category X78,category
category:X79,block:X79,X79,Category X79,category
category:X80,block:X80,X80,Category X80,category
category:X81,block:X81,X81,Category X81,category
category:X82,block:X82,X82,Category X82,category
category:X83,block:X83,X83,Category X83,category
category:X84,block:X84,X84,Category X84,category
category:X85,block:X85,X85,Category X85,category
category:X86,block:X86,X86,Category X86,category
category:X87,block:X87,X87,Category X87,category
category:X88,block:X88,X88,Category X88,category
category:X89,block:X89,X89,Category X89,category
category:X90,block:X90,X90,Category X90,category
category:X91,block:X91,X91,Category X91,category
category:X92,block:X92,X92,Category X92,category
category:X93,block:X93,X93,Category X93,category
category:X94,block:X94,X94,Category X94,category
category:X95,block:X95,X95,Category X95,category
category:X96,block:X96,X96,Category X96,category
category:X97,block:X97,X97,Category X97,category
category:X98,block:X98,X98,Category X98,category
category:X99,block:X99,X99,Category X99,category
category:Y00,block:Y00,Y00,Category Y00,category
category:Y01,block:Y01,Y01,Category Y01,category
category:Y02,block:Y02,Y02,Category Y02,category
category:Y03,block:Y03,Y03,Category Y03,category
category:Y04,block:Y04,Y04,Category Y04,category
category:Y05,block:Y05,Y05,Category Y05,category
category:Y06,block:Y06,Y06,Category Y06,category
category:Y07,block:Y07,Y07,Category Y07,category
category:Y08,block:Y08,Y08,Category Y08,category
category:Y09,block:Y09,Y09,Category Y09,category
category:Y10,block:Y10,Y10,Category Y10,category
category:Y11,block:Y11,Y11,Category Y11,category
category:Y12,block:Y12,Y12,Category Y12,category
category:Y13,block:Y13,Y13,Category Y13,category
category:Y14,block:Y14,Y14,Category Y14,category
category:Y15,block:Y15,Y15,Category Y15,category
category:Y16,block:Y16,Y16,Category Y16,category
category:Y17,block:Y17,Y17,Category Y17,category
category:Y18,block:Y18,Y18,Category Y18,category
category:Y19,block:Y19,Y19,Category Y19,category
category:Y20,block:Y20,Y20,Category Y20,category
category:Y21,block:Y21,Y21,Category Y21,category
category:Y22,block:Y22,Y22,Category Y22,category
category:Y23,block:Y23,Y23,Category Y23,category
category:Y24,block:Y24,Y24,Category Y24,category
category:Y25,block:Y25,Y25,Category Y25,category
category:Y26,block:Y26,Y26,Category Y26,category
category:Y27,block:Y27,Y27,Category Y27,category
category:Y28,block:Y28,Y28,Category Y28,category
category:Y29,block:Y29,Y29,Category Y29,category
category:Y30,block:Y30,Y30,Category Y30,category
category:Y31,block:Y31,Y31,Category Y31,category
category:Y32,block:Y32,Y32,Category Y32,category
category:Y33,block:Y33,Y33,Category Y33,category
category:Y34,block:Y34,Y34,Category Y34,category
category:Y35,block:Y35,Y35,Category Y35,category
category:Y36,block:Y36,Y36,Category Y36,category
category:Y40,block:Y40,Y40,Category Y40,category
category:Y41,block:Y41,Y41,Category Y41,category
category:Y42,block:Y42,Y42,Category Y42,category
category:Y43,block:Y43,Y43,Category Y43,category
category:Y44,block:Y44,Y44,Category Y44,category
category:Y45,block:Y45,Y45,Category Y45,category
category:Y46,block:Y46,Y46,Category Y46,category
category:Y47,block:Y47,Y47,Category Y47,category
category:Y48,block:Y48,Y48,Category Y48,category
category:Y49,block:Y49,Y49,Category Y49,category
category:Y50,block:Y50,Y50,Category Y50,category
category:Y51,block:Y51,Y51,Category Y51,category
category:Y52,block:Y52,Y52,Category Y52,category
category:Y53,block:Y53,Y53,Category Y53,category
category:Y54,block:Y54,Y54,Category Y54,category
category:Y55,block:Y55,Y55,Category Y55,category
category:Y56,block:Y56,Y56,Category Y56,category
category:Y57,block:Y57,Y57,Category Y57,category
category:Y58,block:Y58,Y58,Category Y58,category
category:Y59,block:Y59,Y59,Category Y59,category
category:Y60,block:Y60,Y60,Category Y60,category
category:Y61,block:Y61,Y61,Category Y61,category
category:Y62,block:Y62,Y62,Category Y62,category
category:Y63,block:Y63,Y63,Category Y63,category
category:Y64,block:Y64,Y64,Category Y64,category
category:Y65,block:Y65,Y65,Category Y65,category
category:Y66,block:Y66,Y66,Category Y66,category
category:Y69,block:Y69,Y69,Category Y69,category
category:Y70,block:Y70,Y70,Category Y70,category
category:Y71,block:Y71,Y71,Category Y71,category
category:Y72,block:Y72,Y72,Category Y72,category
category:Y73,block:Y73,Y73,Category Y73,category
category:Y74,block:Y74,Y74,Category Y74,category
category:Y75,block:Y75,Y75,Category Y75,category
category:Y76,block:Y76,Y76,Category Y76,category
category:Y77,block:Y77,Y77,Category Y77,category
category:Y78,block:Y78,Y78,Category Y78,category
category:Y79,block:Y79,Y79,Category Y79,category
category:Y80,block:Y80,Y80,Category Y80,category
category:Y81,block:Y81,Y81,Category Y81,category
category:Y82,block:Y82,Y82,Category Y82,category
category:Y83,block:Y83,Y83,Category Y83,category
category:Y84,block:Y84,Y84,Category Y84,category
category:Y85,block:Y85,Y85,Category Y85,category
category:Y86,block:Y86,Y86,Category Y86,category
category:Y87,block:Y87,Y87,Category Y87,category
category:Y88,block:Y88,Y88,Category Y88,category
category:Y89,block:Y89,Y89,Category Y89,category
category:Y90,block:Y90,Y90,Category Y90,category
category:Y91,block:Y91,Y91,Category Y91,category
category:Y95,block:Y95,Y95,Category Y95,category
category:Y96,block:Y96,Y96,Category Y96,category
category:Y97,block:Y97,Y97,Category Y97,category
category:Y98,block:Y98,Y98,Category Y98,category
category:Z00,block:Z00,Z00,Category Z00,category
category:Z01,block:Z01,Z01,Category Z01,category
category:Z02,block:Z02,Z02,Category Z02,category
category:Z03,block:Z03,Z03,Category Z03,category
category:Z04,block:Z04,Z04,Category Z04,category
category:Z08,block:Z08,Z08,Category Z08,category
category:Z09,block:Z09,Z09,Category Z09,category
category:Z10,block:Z10,Z10,Category Z10,category
category:Z11,block:Z11,Z11,Category Z11,category
category:Z12,block:Z12,Z12,Category Z12,category
category:Z13,block:Z13,Z13,Category Z13,category
category:Z20,block:Z20,Z20,Category Z20,category
category:Z21,block:Z21,Z21,Category Z21,category
category:Z22,block:Z22,Z22,Category Z22,category
category:Z23,block:Z23,Z23,Category Z23,category
category:Z24,block:Z24,Z24,Category Z24,category
category:Z25,block:Z25,Z25,Category Z25,category
category:Z26,block:Z26,Z26,Category Z26,category
category:Z27,block:Z27,Z27,Category Z27,category
category:Z28,block:Z28,Z28,Category Z28,category
category:Z29,block:Z29,Z29,Category Z29,category
category:Z30,block:Z30,Z30,Category Z30,category
category:Z31,block:Z31,Z31,Category Z31,category
category:Z32,block:Z32,Z32,Category Z32,category
category:Z33,block:Z33,Z33,Category Z33,category
category:Z34,block:Z34,Z34,Category Z34,category
category:Z35,block:Z35,Z35,Category Z35,category
category:Z36,block:Z36,Z36,Category Z36,category
category:Z37,block:Z37,Z37,Category Z37,category
category:Z38,block:Z38,Z38,Category Z38,category
category:Z39,block:Z39,Z39,Category Z39,category
category:Z40,block:Z40,Z40,Category Z40,category
category:Z41,block:Z41,Z41,Category Z41,category
category:Z42,block:Z42,Z42,Category Z42,category
category:Z43,block:Z43,Z43,Category Z43,category
category:Z44,block:Z44,Z44,Category Z44,category
category:Z45,block:Z45,Z45,Category Z45,category
category:Z46,block:Z46,Z46,Category Z46,category
category:Z47,block:Z47,Z47,Category Z47,category
category:Z48,block:Z48,Z48,Category Z48,category
category:Z49,block:Z49,Z49,Category Z49,category
category:Z50,block:Z50,Z50,Category Z50,category
category:Z51,block:Z51,Z51,Category Z51,category
category:Z52,block:Z52,Z52,Category Z52,category
category:Z53,block:Z53,Z53,Category Z53,category
category:Z54,block:Z54,Z54,Category Z54,category
category:Z55,block:Z55,Z55,Category Z55,category
category:Z56,block:Z56,Z56,Category Z56,category
category:Z57,block:Z57,Z57,Category Z57,category
category:Z58,block:Z58,Z58,Category Z58,category
category:Z59,block:Z59,Z59,Category Z59,category
category:Z60,block:Z60,Z60,Category Z60,category
category:Z61,block:Z61,Z61,Category Z61,category
category:Z62,block:Z62,Z62,Category Z62,category
category:Z63,block:Z63,Z63,Category Z63,category
category:Z64,block:Z64,Z64,Category Z64,category
category:Z65,block:Z65,Z65,Category Z65,category
category:Z70,block:Z70,Z70,Category Z70,category
category:Z71,block:Z71,Z71,Category Z71,category
category:Z72,block:Z72,Z72,Category Z72,category
category:Z73,block:Z73,Z73,Category Z73,category
category:Z74,block:Z74,Z74,Category Z74,category
category:Z75,block:Z75,Z75,Category Z75,category
category:Z76,block:Z76,Z76,Category Z76,category
category:Z80,block:Z80,Z80,Category Z80,category
category:Z81,block:Z81,Z81,Category Z81,category
category:Z82,block:Z82,Z82,Category Z82,category
category:Z83,block:Z83,Z83,Category Z83,category
category:Z84,block:Z84,Z84,Category Z84,category
category:Z85,block:Z85,Z85,Category Z85,category
category:Z86,block:Z86,Z86,Category Z86,category
category:Z87,block:Z87,Z87,Category Z87,category
category:Z88,block:Z88,Z88,Category Z88,category
category:Z89,block:Z89,Z89,Category Z89,category
category:Z90,block:Z90,Z90,Category Z90,category
category:Z91,block:Z91,Z91,Category Z91,category
category:Z92,block:Z92,Z92,Category Z92,category
category:Z93,block:Z93,Z93,Category Z93,category
